schema_version,id,benchmark,task_type,split,input,output,reasoning,metadata
2,retail-46,tau3-retail,tool_workflow,development,data/cases/retail-46.json,"{""actions"":[{""action_id"":""46_0"",""arguments"":{""first_name"":""Daiki"",""last_name"":""Johnson"",""zip"":""80273""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""46_1"",""arguments"":{""order_id"":""#9502126""},""info"":null,""name"":""get_order_details""},{""action_id"":""46_2"",""arguments"":{""order_id"":""#9502127""},""info"":null,""name"":""get_order_details""},{""action_id"":""46_3"",""arguments"":{""order_id"":""#W9502127""},""info"":null,""name"":""get_order_details""},{""action_id"":""46_4"",""arguments"":{""expression"":""652.61 + 473.43""},""info"":null,""name"":""calculate""},{""action_id"":""46_5"",""arguments"":{""item_ids"":[""6259501109"",""9534205511""],""order_id"":""#W9502127"",""payment_method_id"":""paypal_2433177""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""46_6"",""arguments"":{""expression"":""2623.69 - 1126.04""},""info"":null,""name"":""calculate""}],""communicate_info"":[""1126.04"",""1497.65""],""nl_assertions"":[""Agent should tell the user the total refund amount is $1,126.04."",""Agent should tell the user the total paid for remaining items is $1,497.65.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""46""}"
2,retail-42,tau3-retail,tool_workflow,development,data/cases/retail-42.json,"{""actions"":[{""action_id"":""42_0"",""arguments"":{""first_name"":""Mei"",""last_name"":""Patel"",""zip"":""76165""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""42_1"",""arguments"":{""user_id"":""mei_patel_7272""},""info"":null,""name"":""get_user_details""},{""action_id"":""42_2"",""arguments"":{""order_id"":""#W9583042""},""info"":null,""name"":""get_order_details""},{""action_id"":""42_3"",""arguments"":{""order_id"":""#W4082615""},""info"":null,""name"":""get_order_details""},{""action_id"":""42_4"",""arguments"":{""address1"":""445 Maple Drive"",""address2"":""Suite 394"",""city"":""Fort Worth"",""country"":""USA"",""order_id"":""#W9583042"",""state"":""TX"",""zip"":""76165""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""42_5"",""arguments"":{""address1"":""445 Maple Drive"",""address2"":""Suite 394"",""city"":""Fort Worth"",""country"":""USA"",""order_id"":""#W4082615"",""state"":""TX"",""zip"":""76165""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""42_6"",""arguments"":{""address1"":""445 Maple Drive"",""address2"":""Suite 394"",""city"":""Fort Worth"",""country"":""USA"",""state"":""TX"",""user_id"":""mei_patel_7272"",""zip"":""76165""},""info"":null,""name"":""modify_user_address""},{""action_id"":""42_7"",""arguments"":{""product_id"":""1808611083""},""info"":null,""name"":""get_product_details""},{""action_id"":""42_8"",""arguments"":{""order_id"":""#W4082615""},""info"":null,""name"":""get_order_details""},{""action_id"":""42_9"",""arguments"":{""item_ids"":[""9779102705""],""new_item_ids"":[""1096508426""],""order_id"":""#W4082615"",""payment_method_id"":""paypal_4768213""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""42""}"
2,retail-86,tau3-retail,tool_workflow,development,data/cases/retail-86.json,"{""actions"":[{""action_id"":""86_0"",""arguments"":{""item_ids"":[""9385662952""],""new_item_ids"":[""8733974883""],""order_id"":""#W2466703"",""payment_method_id"":""paypal_7529813""},""info"":null,""name"":""modify_pending_order_items""},{""action_id"":""86_1"",""arguments"":{""address1"":""565 Maple Drive"",""address2"":""Suite 501"",""city"":""Washington"",""country"":""USA"",""state"":""DC"",""user_id"":""yusuf_hernandez_6785"",""zip"":""20307""},""info"":null,""name"":""modify_user_address""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""86""}"
2,retail-85,tau3-retail,tool_workflow,development,data/cases/retail-85.json,"{""actions"":[{""action_id"":""85_0"",""arguments"":{""item_ids"":[""9385662952""],""new_item_ids"":[""8733974883""],""order_id"":""#W2466703"",""payment_method_id"":""paypal_7529813""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""85""}"
2,retail-9,tau3-retail,tool_workflow,development,data/cases/retail-9.json,"{""actions"":[{""action_id"":""9_0"",""arguments"":{""first_name"":""Mei"",""last_name"":""Kovacs"",""zip"":""28236""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""9_1"",""arguments"":{""user_id"":""mei_kovacs_8020""},""info"":null,""name"":""get_user_details""},{""action_id"":""9_2"",""arguments"":{""order_id"":""#W6390527""},""info"":null,""name"":""get_order_details""},{""action_id"":""9_3"",""arguments"":{""product_id"":""8310926033""},""info"":null,""name"":""get_product_details""},{""action_id"":""9_4"",""arguments"":{""product_id"":""6817146515""},""info"":null,""name"":""get_product_details""},{""action_id"":""9_5"",""arguments"":{""item_ids"":[""8384507844""],""new_item_ids"":[""7624783998""],""order_id"":""#W6390527"",""payment_method_id"":""paypal_7644869""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""9""}"
2,retail-21,tau3-retail,tool_workflow,development,data/cases/retail-21.json,"{""actions"":[{""action_id"":""21_0"",""arguments"":{""first_name"":""Ethan"",""last_name"":""Garcia"",""zip"":""80280""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""21_1"",""arguments"":{""user_id"":""ethan_garcia_1261""},""info"":null,""name"":""get_user_details""},{""action_id"":""21_2"",""arguments"":{""order_id"":""#W4967593""},""info"":null,""name"":""get_order_details""},{""action_id"":""21_3"",""arguments"":{""order_id"":""#W9911714""},""info"":null,""name"":""get_order_details""},{""action_id"":""21_4"",""arguments"":{""order_id"":""#W5733668""},""info"":null,""name"":""get_order_details""},{""action_id"":""21_5"",""arguments"":{""item_id"":""4107812777""},""info"":null,""name"":""get_item_details""},{""action_id"":""21_6"",""arguments"":{""item_id"":""1421289881""},""info"":null,""name"":""get_item_details""},{""action_id"":""21_7"",""arguments"":{""product_id"":""1656367028""},""info"":null,""name"":""get_product_details""},{""action_id"":""21_8"",""arguments"":{""item_id"":""4107812777""},""info"":null,""name"":""get_item_details""},{""action_id"":""21_9"",""arguments"":{""product_id"":""6938111410""},""info"":null,""name"":""get_product_details""},{""action_id"":""21_10"",""arguments"":{""expression"":""155.33 - 147.05 + 268.77 - 235.13""},""info"":null,""name"":""calculate""},{""action_id"":""21_11"",""arguments"":{""item_ids"":[""9791469541"",""1340995114""],""new_item_ids"":[""4107812777"",""1421289881""],""order_id"":""#W9911714"",""payment_method_id"":""gift_card_4332117""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[""44.08""],""nl_assertions"":[""Agent should tell the user their gift card balance is $44.08.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""21""}"
2,retail-15,tau3-retail,tool_workflow,development,data/cases/retail-15.json,"{""actions"":[{""action_id"":""15_0"",""arguments"":{""first_name"":""Fatima"",""last_name"":""Johnson"",""zip"":""78712""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""15_1"",""arguments"":{""user_id"":""fatima_johnson_7581""},""info"":null,""name"":""get_user_details""},{""action_id"":""15_2"",""arguments"":{""order_id"":""#W9389413""},""info"":null,""name"":""get_order_details""},{""action_id"":""15_3"",""arguments"":{""order_id"":""#W8665881""},""info"":null,""name"":""get_order_details""},{""action_id"":""15_4"",""arguments"":{""order_id"":""#W5199551""},""info"":null,""name"":""get_order_details""},{""action_id"":""15_5"",""arguments"":{""product_id"":""7363354090""},""info"":null,""name"":""get_product_details""},{""action_id"":""15_6"",""arguments"":{""item_ids"":[""1615379700""],""new_item_ids"":[""3613716226""],""order_id"":""#W5199551"",""payment_method_id"":""paypal_5364164""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""15""}"
2,retail-61,tau3-retail,tool_workflow,development,data/cases/retail-61.json,"{""actions"":[{""action_id"":""61_0"",""arguments"":{""first_name"":""Chen"",""last_name"":""Johnson"",""zip"":""77004""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""61_1"",""arguments"":{""order_id"":""#W5061109""},""info"":null,""name"":""get_order_details""},{""action_id"":""61_2"",""arguments"":{""product_id"":""9924732112""},""info"":null,""name"":""get_product_details""},{""action_id"":""61_3"",""arguments"":{""expression"":""256.67 - 226.49""},""info"":null,""name"":""calculate""},{""action_id"":""61_4"",""arguments"":{""item_ids"":[""3694871183""],""new_item_ids"":[""8555936349""],""order_id"":""#W5061109"",""payment_method_id"":""paypal_3742148""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""61""}"
2,retail-70,tau3-retail,tool_workflow,development,data/cases/retail-70.json,"{""actions"":[{""action_id"":""70_0"",""arguments"":{""item_ids"":[""3358616356""],""new_item_ids"":[""9013366374""],""order_id"":""#W3947049"",""payment_method_id"":""credit_card_7901829""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[""22.55""],""nl_assertions"":[""Agent should tell the user they need to pay $22.55 for the price difference.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""70""}"
2,retail-11,tau3-retail,tool_workflow,development,data/cases/retail-11.json,"{""actions"":[{""action_id"":""11_0"",""arguments"":{""email"":""mia.garcia2723@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""11_1"",""arguments"":{""user_id"":""mia_garcia_4516""},""info"":null,""name"":""get_user_details""},{""action_id"":""11_2"",""arguments"":{""order_id"":""#W5490111""},""info"":null,""name"":""get_order_details""},{""action_id"":""11_3"",""arguments"":{""order_id"":""#W7387996""},""info"":null,""name"":""get_order_details""},{""action_id"":""11_4"",""arguments"":{""item_ids"":[""4579334072"",""1421289881"",""6117189161"",""4947717507""],""order_id"":""#W5490111"",""payment_method_id"":""credit_card_3124723""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""11_5"",""arguments"":{""item_ids"":[""5796612084""],""order_id"":""#W7387996"",""payment_method_id"":""paypal_9497703""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""11""}"
2,retail-24,tau3-retail,tool_workflow,development,data/cases/retail-24.json,"{""actions"":[],""communicate_info"":[""polyester"",""cotton""],""nl_assertions"":[""Agent should tell the user the materials of the two t-shirts are polyester and cotton.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""24""}"
2,retail-5,tau3-retail,tool_workflow,development,data/cases/retail-5.json,"{""actions"":[{""action_id"":""5_0"",""arguments"":{""first_name"":""Mei"",""last_name"":""Kovacs"",""zip"":""28236""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""5_1"",""arguments"":{""user_id"":""mei_kovacs_8020""},""info"":null,""name"":""get_user_details""},{""action_id"":""5_2"",""arguments"":{""order_id"":""#W6390527""},""info"":null,""name"":""get_order_details""},{""action_id"":""5_3"",""arguments"":{""product_id"":""6817146515""},""info"":null,""name"":""get_product_details""},{""action_id"":""5_4"",""arguments"":{""item_ids"":[""8538875209""],""order_id"":""#W6390527"",""payment_method_id"":""paypal_7644869""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""5""}"
2,retail-84,tau3-retail,tool_workflow,development,data/cases/retail-84.json,"{""actions"":[{""action_id"":""84_0"",""arguments"":{""item_ids"":[""6065192424""],""order_id"":""#W9571698"",""payment_method_id"":""gift_card_7250692""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""84""}"
2,retail-33,tau3-retail,tool_workflow,development,data/cases/retail-33.json,"{""actions"":[{""action_id"":""33_0"",""arguments"":{""first_name"":""Noah"",""last_name"":""Patel"",""zip"":""10108""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""33_1"",""arguments"":{""user_id"":""noah_patel_6952""},""info"":null,""name"":""get_user_details""},{""action_id"":""33_2"",""arguments"":{""order_id"":""#W6111398""},""info"":null,""name"":""get_order_details""},{""action_id"":""33_3"",""arguments"":{""order_id"":""#W7043598""},""info"":null,""name"":""get_order_details""},{""action_id"":""33_4"",""arguments"":{""order_id"":""#W1845024""},""info"":null,""name"":""get_order_details""},{""action_id"":""33_5"",""arguments"":{""address1"":""517 Lakeview Drive"",""address2"":""Suite 183"",""city"":""Seattle"",""country"":""USA"",""state"":""WA"",""user_id"":""noah_patel_6952"",""zip"":""98195""},""info"":null,""name"":""modify_user_address""}],""communicate_info"":[],""nl_assertions"":[],""reward_basis"":[""DB""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""33""}"
2,retail-14,tau3-retail,tool_workflow,development,data/cases/retail-14.json,"{""actions"":[{""action_id"":""14_0"",""arguments"":{""email"":""mia.garcia2723@example.com""},""info"":null,""name"":""find_user_id_by_email""},{""action_id"":""14_1"",""arguments"":{""user_id"":""mia_garcia_4516""},""info"":null,""name"":""get_user_details""},{""action_id"":""14_2"",""arguments"":{""order_id"":""#W5490111""},""info"":null,""name"":""get_order_details""},{""action_id"":""14_3"",""arguments"":{""order_id"":""#W7387996""},""info"":null,""name"":""get_order_details""},{""action_id"":""14_4"",""arguments"":{""item_ids"":[""1421289881""],""order_id"":""#W5490111"",""payment_method_id"":""credit_card_3124723""},""info"":null,""name"":""return_delivered_order_items""},{""action_id"":""14_5"",""arguments"":{""item_ids"":[""5796612084""],""order_id"":""#W7387996"",""payment_method_id"":""paypal_9497703""},""info"":null,""name"":""return_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""14""}"
2,retail-110,tau3-retail,tool_workflow,development,data/cases/retail-110.json,"{""actions"":[{""action_id"":""111_0"",""arguments"":{""address1"":""760 Elm Avenue"",""address2"":""Suite 564"",""city"":""Houston"",""country"":""USA"",""order_id"":""#W1092119"",""state"":""TX"",""zip"":""77034""},""info"":null,""name"":""modify_pending_order_address""},{""action_id"":""111_1"",""arguments"":{""address1"":""760 Elm Avenue"",""address2"":""Suite 564"",""city"":""Houston"",""country"":""USA"",""state"":""TX"",""user_id"":""sophia_martin_8570"",""zip"":""77034""},""info"":null,""name"":""modify_user_address""},{""action_id"":""111_2"",""arguments"":{""item_ids"":[""6501071631""],""new_item_ids"":[""2106335193""],""order_id"":""#W1603792"",""payment_method_id"":""credit_card_5694100""},""info"":null,""name"":""modify_pending_order_items""}],""communicate_info"":[],""nl_assertions"":[""Agent should modify address for the order"",""Agent should modify user address"",""Agent should modify the items in the pending order.""],""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""110""}"
2,retail-49,tau3-retail,tool_workflow,development,data/cases/retail-49.json,"{""actions"":[{""action_id"":""49_0"",""arguments"":{""first_name"":""Aarav"",""last_name"":""Anderson"",""zip"":""19031""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""49_1"",""arguments"":{""user_id"":""aarav_anderson_8794""},""info"":null,""name"":""get_user_details""},{""action_id"":""49_2"",""arguments"":{""order_id"":""#W4316152""},""info"":null,""name"":""get_order_details""},{""action_id"":""49_3"",""arguments"":{""order_id"":""#W9311069""},""info"":null,""name"":""get_order_details""},{""action_id"":""49_4"",""arguments"":{""order_id"":""#W9300146""},""info"":null,""name"":""get_order_details""},{""action_id"":""49_5"",""arguments"":{""order_id"":""#W3220203""},""info"":null,""name"":""get_order_details""},{""action_id"":""49_6"",""arguments"":{""order_id"":""#W3470184""},""info"":null,""name"":""get_order_details""},{""action_id"":""49_7"",""arguments"":{""product_id"":""9924732112""},""info"":null,""name"":""get_product_details""},{""action_id"":""49_8"",""arguments"":{""expression"":""258.97 - 232.49""},""info"":null,""name"":""calculate""},{""action_id"":""49_9"",""arguments"":{""item_ids"":[""2757705742""],""new_item_ids"":[""1646531091""],""order_id"":""#W3470184"",""payment_method_id"":""gift_card_7245904""},""info"":null,""name"":""exchange_delivered_order_items""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""49""}"
2,retail-25,tau3-retail,tool_workflow,development,data/cases/retail-25.json,"{""actions"":[{""action_id"":""25_0"",""arguments"":{""first_name"":""Isabella"",""last_name"":""Johansson"",""zip"":""32286""},""info"":null,""name"":""find_user_id_by_name_zip""},{""action_id"":""25_1"",""arguments"":{""user_id"":""isabella_johansson_2152""},""info"":null,""name"":""get_user_details""},{""action_id"":""25_2"",""arguments"":{""order_id"":""#W3792453""},""info"":null,""name"":""get_order_details""},{""action_id"":""25_3"",""arguments"":{""order_id"":""#W7181492""},""info"":null,""name"":""get_order_details""},{""action_id"":""25_4"",""arguments"":{""order_id"":""#W5565470""},""info"":null,""name"":""get_order_details""},{""action_id"":""25_5"",""arguments"":{""order_id"":""#W2575533""},""info"":null,""name"":""get_order_details""}],""communicate_info"":[],""nl_assertions"":null,""reward_basis"":[""DB"",""NL_ASSERTION""]}",Official outcome-based evaluation criteria; hidden from the agent.,"{""upstream_task_id"":""25""}"
